FID,GEOID,PLNG_REGIO,PlanningRegion,LogRecNo,SumLevel,NAME,RenterOcc_e,RenterOcc_m,GrentLt500_e,GrentLt500_m,pGrentLt500_e,pGrentLt500_m,Grent500_999_e,Grent500_999_m,pGrent500_999_e,pGrent500_999_m,Grent1000_1499_e,Grent1000_1499_m,pGrent1000_1499_e,pGrent1000_1499_m,Grent1500_1999_e,Grent1500_1999_m,pGrent1500_1999_e,pGrent1500_1999_m,Grent2000_2499_e,Grent2000_2499_m,pGrent2000_2499_e,pGrent2000_2499_m,Grent2500_2999_e,Grent2500_2999_m,pGrent2500_2999_e,pGrent2500_2999_m,Grent3000P_e,Grent3000P_m,pGrent3000P_e,pGrent3000P_m,GrentLt200_e,GrentLt200_m,pGrentLt200_e,pGrentLt200_m,Grent200_500_e,Grent200_500_m,pGrent200_500_e,pGrent200_500_m,Grent500_750_e,Grent500_750_m,pGrent500_750_e,pGrent500_750_m,Grent750_1000_e,Grent750_1000_m,pGrent750_1000_e,pGrent750_1000_m,Grent1000_1500_e,Grent1000_1500_m,pGrent1000_1500_e,pGrent1000_1500_m,Grent1500_2000_e,Grent1500_2000_m,pGrent1500_2000_e,pGrent1500_2000_m,Grent2000P_e,Grent2000P_m,pGrent2000P_e,pGrent2000P_m,GrentLt750_e,GrentLt750_m,pGrentLt750_e,pGrentLt750_m,Grent1000P_e,Grent1000P_m,pGrent1000P_e,pGrent1000P_m,created_user,created_date,last_edited_user,last_edited_date,SHAPE_Length,SHAPE_Area
824,13217100201,Yes,Northeast Georgia,2652,Tract,"Census Tract 1002.01, Newton County",299,102,7,48,2.4,16.6,186,75,64.1,12.4,79,62,27.2,19.3,0,18,0,6.2,0,18,0,6.2,18,27,6.2,9.1,0,25,0,8.8,0,31,0,10.8,7,37,2.4,12.7,47,35,16.2,10.7,139,66,47.9,15.2,79,62,27.2,19.3,0,18,0,6.2,18,41,6.2,14.1,54,60,18.6,19.5,79,67,27.2,21.2,,,,,0.627206164698816,0.013554111174994
825,13217100501,Yes,Northeast Georgia,2656,Tract,"Census Tract 1005.01, Newton County",1662,397,0,60,0,3.8,621,273,39.3,13.9,796,338,50.4,17,163,144,10.3,8.7,0,20,0,1.3,0,20,0,1.3,0,28,0,1.8,0,35,0,2.2,0,49,0,3.1,84,107,5.3,6.6,537,251,34,13.2,796,338,50.4,17,163,144,10.3,8.7,0,40,0,2.5,84,122,5.3,7.6,959,368,60.7,17.2,,,,,0.18081368350516,0.00185858859591974
826,13217100800,Yes,Northeast Georgia,2660,Tract,"Census Tract 1008, Newton County",1052,276,77,116,7.6,11.3,467,195,46.2,15,355,191,35.1,16.5,111,115,11,11,0,20,0,2,0,20,0,2,0,28,0,2.8,0,35,0,3.4,77,110,7.6,10.8,186,120,18.4,10.8,281,153,27.8,13.3,355,191,35.1,16.5,111,115,11,11,0,40,0,4,263,166,26,15,466,224,46.1,18.6,,,,,0.625649974182592,0.0127245779609865
827,13217100202,Yes,Northeast Georgia,2653,Tract,"Census Tract 1002.02, Newton County",192,65,23,55,15.3,36.5,60,44,40,24.8,49,53,32.7,33.3,0,18,0,12,18,21,12,13.2,0,18,0,12,0,25,0,17,0,31,0,20.8,23,46,15.3,30,49,33,32.7,17.8,11,29,7.3,19.2,49,53,32.7,33.3,0,18,0,12,18,38,12,24.6,72,64,48,38.8,67,60,44.7,36.3,,,,,0.490136092101093,0.00983445947318734
828,13217100700,Yes,Northeast Georgia,2659,Tract,"Census Tract 1007, Newton County",1520,250,211,143,14.3,9.4,1132,296,76.8,15.5,110,93,7.5,6.2,21,34,1.4,2.3,0,18,0,1.2,0,18,0,1.2,0,25,0,1.7,15,36,1,2.4,196,139,13.3,9.2,306,158,20.8,10.2,826,250,56,14.2,110,93,7.5,6.2,21,34,1.4,2.3,0,36,0,2.4,517,213,35.1,13.2,131,100,8.9,6.6,,,,,0.175031871129394,0.0014904727535907
829,13217100600,Yes,Northeast Georgia,2658,Tract,"Census Tract 1006, Newton County",862,218,0,54,0,6.4,462,162,54.8,13,378,169,44.8,16.3,3,5,0.4,0.6,0,18,0,2.1,0,18,0,2.1,0,25,0,3,0,31,0,3.7,0,44,0,5.2,168,61,19.9,5.1,294,150,34.9,15.3,378,169,44.8,16.3,3,5,0.4,0.6,0,36,0,4.3,168,81,19.9,8.2,381,170,45.2,16.4,,,,,0.279668268764252,0.00288648334499522
830,13217100502,Yes,Northeast Georgia,2657,Tract,"Census Tract 1005.02, Newton County",1189,232,0,54,0,4.6,956,286,81.6,18.1,192,116,16.4,9.4,24,30,2,2.5,0,18,0,1.5,0,18,0,1.5,0,25,0,2.2,0,31,0,2.7,0,44,0,3.8,382,193,32.6,15.1,574,211,49,15.1,192,116,16.4,9.4,24,30,2,2.5,0,36,0,3.1,382,200,32.6,15.8,216,121,18.4,9.7,,,,,0.256522593142437,0.00218946214733176
831,13217100400,Yes,Northeast Georgia,2655,Tract,"Census Tract 1004, Newton County",449,86,4,37,1,9.4,195,83,48.9,18.1,175,67,43.9,14.2,25,23,6.3,5.6,0,13,0,3.3,0,13,0,3.3,0,18,0,4.6,0,23,0,5.6,4,30,1,7.5,67,49,16.8,11.7,128,67,32.1,15.4,175,67,43.9,14.2,25,23,6.3,5.6,0,26,0,6.5,71,61,17.8,15,200,72,50.1,14.9,,,,,0.176320246573992,0.00105872820167006
832,13217100300,Yes,Northeast Georgia,2654,Tract,"Census Tract 1003, Newton County",1442,272,274,155,19.2,10.2,728,222,51,12.1,243,132,17,8.7,148,107,10.4,7.2,34,53,2.4,3.7,0,18,0,1.3,0,25,0,1.8,72,91,5,6.3,202,126,14.2,8.4,212,121,14.9,8,516,187,36.2,11.1,243,132,17,8.7,148,107,10.4,7.2,34,61,2.4,4.3,486,196,34.1,12.1,425,178,29.8,11.1,,,,,0.383282248526059,0.00338708522097726
833,13217100100,Yes,Northeast Georgia,2651,Tract,"Census Tract 1001, Newton County",642,202,3,57,0.5,9.8,312,165,53.6,21.5,197,136,33.8,20.4,17,24,2.9,4,13,20,2.2,3.3,0,20,0,3.4,40,68,6.9,11.4,3,29,0.5,4.9,0,49,0,8.4,218,152,37.5,22.8,94,63,16.2,9.4,197,136,33.8,20.4,17,24,2.9,4,53,74,9.1,12.3,221,162,38,24.7,227,140,39,20,,,,,0.575462423682102,0.0121181617240596
834,13135050322,Yes,Atlanta Regional Commission,2246,Tract,"Census Tract 503.22, Gwinnett County",51,47,0,39,0,76.5,0,37,0,72.1,19,29,37.3,45.5,24,36,47.1,55.7,8,12,15.7,18.6,0,13,0,25.5,0,18,0,36,0,23,0,44.2,0,32,0,62.4,0,29,0,57,0,23,0,44.2,19,29,37.3,45.5,24,36,47.1,55.7,8,26,15.7,47.9,0,49,0,95.4,51,48,100,17.1,,,,,0.104093455209107,0.000507443481313996
835,13135050318,Yes,Atlanta Regional Commission,2242,Tract,"Census Tract 503.18, Gwinnett County",876,105,0,39,0,4.5,118,73,13.5,8.1,689,145,78.7,13.6,69,56,7.9,6.3,0,13,0,1.5,0,13,0,1.5,0,18,0,2.1,0,23,0,2.6,0,32,0,3.6,0,29,0,3.3,118,67,13.5,7.4,689,145,78.7,13.6,69,56,7.9,6.3,0,26,0,3,0,49,0,5.6,758,156,86.5,14.5,,,,,0.0444213500828569,8.35945577819681e-05
836,13135050320,Yes,Atlanta Regional Commission,2244,Tract,"Census Tract 503.20, Gwinnett County",1216,143,0,54,0,4.4,691,173,56.8,12.6,408,130,33.6,9.9,117,84,9.6,6.8,0,18,0,1.5,0,18,0,1.5,0,25,0,2.1,0,31,0,2.6,0,44,0,3.6,178,100,14.6,8,513,142,42.2,10.6,408,130,33.6,9.9,117,84,9.6,6.8,0,36,0,3,178,113,14.6,9.2,525,156,43.2,11.8,,,,,0.0846291721802629,0.000363590450145387
837,13135050317,Yes,Atlanta Regional Commission,2241,Tract,"Census Tract 503.17, Gwinnett County",1606,133,0,39,0,2.4,770,191,48.2,11.3,798,178,50,10.3,29,31,1.8,1.9,0,13,0,0.8,0,13,0,0.8,0,18,0,1.2,0,23,0,1.4,0,32,0,2,170,97,10.6,6,600,165,37.6,9.9,798,178,50,10.3,29,31,1.8,1.9,0,26,0,1.6,170,104,10.6,6.5,827,181,51.8,10.5,,,,,0.0630284148263504,0.000126997207182167
838,13135050220,Yes,Atlanta Regional Commission,2231,Tract,"Census Tract 502.20, Gwinnett County",2099,250,0,54,0,2.6,513,220,24.4,10.1,1566,340,74.6,13.5,20,33,1,1.6,0,18,0,0.9,0,18,0,0.9,0,25,0,1.2,0,31,0,1.5,0,44,0,2.1,18,47,0.9,2.2,495,215,23.6,9.9,1566,340,74.6,13.5,20,33,1,1.6,0,36,0,1.7,18,71,0.9,3.4,1586,342,75.6,13.6,,,,,0.121029838226677,0.000445904782050416
839,13135050214,Yes,Atlanta Regional Commission,2225,Tract,"Census Tract 502.14, Gwinnett County",481,180,0,54,0,11.2,76,105,15.8,20.9,214,139,44.5,23.6,133,74,27.7,11.4,58,65,12.1,12.7,0,18,0,3.7,0,25,0,5.3,0,31,0,6.5,0,44,0,9.2,17,45,3.5,9.3,59,94,12.3,19.1,214,139,44.5,23.6,133,74,27.7,11.4,58,72,12.1,14.3,17,70,3.5,14.6,405,170,84.2,16.1,,,,,0.203598033572096,0.00106429366218067
840,13135050218,Yes,Atlanta Regional Commission,2229,Tract,"Census Tract 502.18, Gwinnett County",468,121,0,39,0,8.5,93,76,20.4,15.7,243,119,53.2,21.9,121,79,26.5,15.8,0,13,0,2.8,0,13,0,2.8,0,18,0,4,0,23,0,4.9,0,32,0,7,0,29,0,6.4,93,70,20.4,14.4,243,119,53.2,21.9,121,79,26.5,15.8,0,26,0,5.7,0,49,0,10.6,364,144,79.6,23.2,,,,,0.0768437420656535,0.000333049056934925
841,13135050209,Yes,Atlanta Regional Commission,2220,Tract,"Census Tract 502.09, Gwinnett County",1521,234,0,54,0,3.6,141,105,9.5,6.9,1169,256,78.8,12.1,174,144,11.7,9.5,0,18,0,1.2,0,18,0,1.2,0,25,0,1.7,0,31,0,2.1,0,44,0,3,0,40,0,2.7,141,97,9.5,6.4,1169,256,78.8,12.1,174,144,11.7,9.5,0,36,0,2.4,0,67,0,4.5,1343,294,90.5,13.9,,,,,0.147108177985109,0.000702700772636161
842,13133950302,No,Northeast Georgia,2208,Tract,"Census Tract 9503.02, Greene County",163,66,10,41,6.5,26,65,60,41.9,34.5,42,34,27.1,18.6,27,22,17.4,12.2,0,13,0,8.4,11,16,7.1,9.9,0,18,0,11.9,0,23,0,14.5,10,34,6.5,21.6,37,55,23.9,33.8,28,25,18.1,14.2,42,34,27.1,18.6,27,22,17.4,12.2,11,28,7.1,17.6,47,68,30.3,42,69,42,44.5,19.9,,,,,0.596157260178018,0.0115353394254079
843,13135050217,Yes,Atlanta Regional Commission,2228,Tract,"Census Tract 502.17, Gwinnett County",1534,225,0,60,0,3.9,215,152,14,9.7,929,249,60.6,13.6,288,121,18.8,7.4,76,121,5,7.9,26,41,1.7,2.7,0,28,0,1.8,0,35,0,2.3,0,49,0,3.2,0,45,0,2.9,215,146,14,9.3,929,249,60.6,13.6,288,121,18.8,7.4,102,131,6.6,8.5,0,75,0,4.9,1293,302,84.3,15.3,,,,,0.152666761078698,0.00126543943054635
844,13135050529,Yes,Atlanta Regional Commission,2279,Tract,"Census Tract 505.29, Gwinnett County",531,120,0,39,0,7.6,135,81,26.2,14.4,223,103,43.2,17.3,158,84,30.6,14.7,0,13,0,2.5,0,13,0,2.5,0,18,0,3.6,0,23,0,4.4,0,32,0,6.2,23,34,4.5,6.5,112,73,21.7,13.3,223,103,43.2,17.3,158,84,30.6,14.7,0,26,0,5,23,52,4.5,10,381,133,73.8,19.7,,,,,0.111353483654573,0.000533586300406122
845,13135050530,Yes,Atlanta Regional Commission,2280,Tract,"Census Tract 505.30, Gwinnett County",278,110,0,54,0,21.3,32,58,12.6,22.1,92,65,36.2,20.6,102,61,40.2,17.2,0,18,0,7.1,28,43,11,16.3,0,25,0,10,0,31,0,12.3,0,44,0,17.4,0,40,0,15.8,32,41,12.6,15.4,92,65,36.2,20.6,102,61,40.2,17.2,28,53,11,20.4,0,67,0,26.5,194,91,76.4,16.3,,,,,0.0862650934297966,0.000348016050913204
846,13135050538,Yes,Atlanta Regional Commission,2288,Tract,"Census Tract 505.38, Gwinnett County",431,180,0,54,0,13.5,0,51,0,12.8,336,174,84.2,20.7,63,87,15.8,20.6,0,18,0,4.5,0,18,0,4.5,0,25,0,6.4,0,31,0,7.8,0,44,0,11.1,0,40,0,10.1,0,31,0,7.8,336,174,84.2,20.7,63,87,15.8,20.6,0,36,0,9,0,67,0,16.9,399,195,100,17.9,,,,,0.0985484704183482,0.000498874879668409
847,13135050525,Yes,Atlanta Regional Commission,2275,Tract,"Census Tract 505.25, Gwinnett County",474,165,0,54,0,11.4,57,74,12,15.1,186,114,39.2,19.9,192,128,40.5,23,39,57,8.2,11.7,0,18,0,3.8,0,25,0,5.4,0,31,0,6.6,0,44,0,9.3,0,40,0,8.5,57,62,12,12.5,186,114,39.2,19.9,192,128,40.5,23,39,65,8.2,13.4,0,67,0,14.2,417,181,88,22.8,,,,,0.165816776453397,0.000870441366864817
848,13135050528,Yes,Atlanta Regional Commission,2278,Tract,"Census Tract 505.28, Gwinnett County",144,63,0,54,0,37.5,0,51,0,35.4,132,68,91.7,24.8,12,16,8.3,10.5,0,18,0,12.5,0,18,0,12.5,0,25,0,17.7,0,31,0,21.7,0,44,0,30.6,0,40,0,28,0,31,0,21.7,132,68,91.7,24.8,12,16,8.3,10.5,0,36,0,25,0,67,0,46.8,144,72,100,24.3,,,,,0.110004021157144,0.000538667650672267
849,13133950303,No,Northeast Georgia,2209,Tract,"Census Tract 9503.03, Greene County",872,141,225,109,26.3,12,504,166,58.9,16.7,127,77,14.8,8.7,0,13,0,1.5,0,13,0,1.5,0,13,0,1.5,0,18,0,2.1,34,42,4,4.8,191,101,22.3,11.2,406,153,47.4,16.1,98,63,11.4,7.1,127,77,14.8,8.7,0,13,0,1.5,0,26,0,3,631,188,73.7,18.2,127,80,14.8,9,,,,,0.600733844391652,0.0139723589712828
850,13133950301,No,Northeast Georgia,2207,Tract,"Census Tract 9503.01, Greene County",116,55,0,39,0,37.1,13,35,12.4,33,43,39,41,30.5,0,13,0,12.4,49,32,46.7,18.8,0,13,0,12.4,0,18,0,17.5,0,23,0,21.4,0,32,0,30.3,0,29,0,27.7,13,20,12.4,18,43,39,41,30.5,0,13,0,12.4,49,39,46.7,28.5,0,49,0,46.3,92,52,87.6,20.7,,,,,0.414092663686889,0.00437429123965406
851,13133950500,No,Northeast Georgia,2211,Tract,"Census Tract 9505, Greene County",88,32,26,33,39.4,46.9,20,33,30.3,47.3,6,16,9.1,23.6,14,15,21.2,20.4,0,13,0,19.7,0,13,0,19.7,0,18,0,27.9,3,19,4.5,29.2,23,27,34.8,37.6,3,23,4.5,34.5,17,23,25.8,33.1,6,16,9.1,23.6,14,15,21.2,20.4,0,26,0,39.4,29,40,43.9,57.5,20,25,30.3,35.7,,,,,0.667474238250499,0.0170652266153551
852,13133950200,No,Northeast Georgia,2206,Tract,"Census Tract 9502, Greene County",339,89,40,27,13.4,8.5,210,71,70.2,14.7,45,25,15.1,7.3,0,13,0,4.3,0,13,0,4.3,0,13,0,4.3,4,14,1.3,4.8,11,16,3.7,5.4,29,22,9.7,6.9,130,57,43.5,15.4,80,41,26.8,11.8,45,25,15.1,7.3,0,13,0,4.3,4,23,1.3,7.8,170,64,56.9,15.1,45,31,15.1,9.5,,,,,0.569615923798854,0.0118524852062748
853,13133950400,No,Northeast Georgia,2210,Tract,"Census Tract 9504, Greene County",131,52,12,37,11.3,34.4,76,51,71.7,36.2,10,11,9.4,9.1,8,11,7.5,9.8,0,13,0,12.3,0,13,0,12.3,0,18,0,17.3,0,23,0,21.2,12,29,11.3,27.1,58,47,54.7,37.3,18,19,17,16.7,10,11,9.4,9.1,8,11,7.5,9.8,0,26,0,24.5,70,60,66,48.3,18,20,17,17.4,,,,,0.527909549089341,0.00839940907839565
854,13133950100,No,Northeast Georgia,2205,Tract,"Census Tract 9501, Greene County",183,62,15,41,11.1,29.9,88,55,65.2,31,32,26,23.7,16.9,0,13,0,9.6,0,13,0,9.6,0,13,0,9.6,0,18,0,13.6,0,23,0,16.7,15,34,11.1,24.9,67,51,49.6,32.1,21,20,15.6,13.7,32,26,23.7,16.9,0,13,0,9.6,0,26,0,19.3,82,66,60.7,41.8,32,32,23.7,21.7,,,,,1.11061433793143,0.0349732816587173
855,13135050605,Yes,Atlanta Regional Commission,2300,Tract,"Census Tract 506.05, Gwinnett County",1233,385,0,60,0,4.9,142,159,11.5,12.4,342,191,27.7,12.9,637,359,51.7,24.2,112,153,9.1,12.1,0,20,0,1.6,0,28,0,2.3,0,35,0,2.8,0,49,0,4,0,45,0,3.6,142,152,11.5,11.8,342,191,27.7,12.9,637,359,51.7,24.2,112,157,9.1,12.4,0,75,0,6.1,1091,435,88.5,21.9,,,,,0.245576357419076,0.0020321279846045
856,13135050606,Yes,Atlanta Regional Commission,2301,Tract,"Census Tract 506.06, Gwinnett County",1949,513,49,104,2.6,5.6,289,268,15.6,13.8,685,406,36.9,19.4,547,383,29.5,19,285,275,15.4,14.2,0,24,0,1.3,0,34,0,1.8,0,42,0,2.2,49,96,2.6,5.1,72,126,3.9,6.7,217,237,11.7,12.3,685,406,36.9,19.4,547,383,29.5,19,285,278,15.4,14.4,121,163,6.5,8.6,1517,622,81.8,24.8,,,,,0.267465993138451,0.00379854736141456
857,13135050210,Yes,Atlanta Regional Commission,2221,Tract,"Census Tract 502.10, Gwinnett County",1320,176,0,54,0,4.1,62,75,4.7,5.7,763,209,57.8,13.8,377,183,28.6,13.3,85,64,6.4,4.8,33,53,2.5,4,0,25,0,1.9,0,31,0,2.4,0,44,0,3.3,0,40,0,3,62,63,4.7,4.8,763,209,57.8,13.8,377,183,28.6,13.3,118,87,8.9,6.5,0,67,0,5.1,1225,285,92.8,17.7,,,,,0.1794854669166,0.00125084573684596
858,13135050213,Yes,Atlanta Regional Commission,2224,Tract,"Census Tract 502.13, Gwinnett County",381,163,0,60,0,15.7,0,57,0,14.8,107,99,28.1,23,115,67,30.2,11.9,78,90,20.5,21.9,59,68,15.5,16.6,22,41,5.8,10.5,0,35,0,9.1,0,49,0,12.9,0,45,0,11.7,0,35,0,9.1,107,99,28.1,23,115,67,30.2,11.9,159,120,41.7,26,0,75,0,19.6,300,150,78.7,20.2,,,,,0.177175697891728,0.00170542523816577
859,13135050208,Yes,Atlanta Regional Commission,2219,Tract,"Census Tract 502.08, Gwinnett County",1039,216,0,54,0,5.2,148,102,14.2,9.4,761,209,73.2,13.1,130,78,12.5,7,0,18,0,1.7,0,18,0,1.7,0,25,0,2.5,0,31,0,3,0,44,0,4.2,47,73,4.5,7,101,71,9.7,6.5,761,209,73.2,13.1,130,78,12.5,7,0,36,0,3.5,47,91,4.5,8.7,891,224,85.8,12.1,,,,,0.154261803943563,0.000700189031731964
860,13135050212,Yes,Atlanta Regional Commission,2223,Tract,"Census Tract 502.12, Gwinnett County",127,110,0,60,0,47.2,0,57,0,44.5,31,39,24.4,21.8,76,93,59.8,51.7,0,20,0,15.7,20,32,15.7,21.2,0,28,0,22.3,0,35,0,27.3,0,49,0,38.6,0,45,0,35.2,0,35,0,27.3,31,39,24.4,21.8,76,93,59.8,51.7,20,47,15.7,34.5,0,75,0,58.9,107,103,84.3,34.8,,,,,0.245507094369092,0.0016565294071153
861,13135050109,Yes,Atlanta Regional Commission,2217,Tract,"Census Tract 501.09, Gwinnett County",745,165,0,54,0,7.2,134,86,18,10.8,410,178,55,20.5,124,73,16.6,9.1,15,26,2,3.5,0,18,0,2.4,62,101,8.3,13.4,0,31,0,4.2,0,44,0,5.9,48,58,6.4,7.7,86,63,11.5,8.1,410,178,55,20.5,124,73,16.6,9.1,77,105,10.3,14,48,79,6.4,10.5,549,194,73.7,20.3,,,,,0.130104905060986,0.000856735427489232
862,13135050107,Yes,Atlanta Regional Commission,2215,Tract,"Census Tract 501.07, Gwinnett County",330,107,0,54,0,17.1,56,78,17.7,23.9,102,70,32.3,19.5,158,107,50,29.6,0,18,0,5.7,0,18,0,5.7,0,25,0,8.1,0,31,0,9.9,0,44,0,14,0,40,0,12.7,56,66,17.7,20.2,102,70,32.3,19.5,158,107,50,29.6,0,36,0,11.4,0,67,0,21.3,260,129,82.3,30.7,,,,,0.217090459178617,0.00181014903867578
863,13243790200,No,River Valley,2735,Tract,"Census Tract 7902, Randolph County",950,200,199,97,27.5,11.5,507,195,70.1,20.6,17,45,2.4,6.2,0,18,0,2.5,0,18,0,2.5,0,18,0,2.5,0,25,0,3.5,49,62,6.8,8.4,150,74,20.7,8.8,414,177,57.3,19.8,93,83,12.9,11.1,17,45,2.4,6.2,0,18,0,2.5,0,36,0,5,613,201,84.8,18,17,52,2.4,7.1,,,,,1.09742941400858,0.0548436386140099
864,13243790100,No,River Valley,2734,Tract,"Census Tract 7901, Randolph County",182,53,105,59,80.8,31.6,25,28,19.2,20.4,0,18,0,14.1,0,13,0,10,0,13,0,10,0,13,0,10,0,18,0,14.1,3,19,2.3,14.6,102,56,78.5,29.1,9,24,6.9,18.6,16,14,12.3,10,0,18,0,14.1,0,13,0,10,0,26,0,20,114,64,87.7,34,0,26,0,20,,,,,1.62610222026059,0.0513920401535284
865,13135050108,Yes,Atlanta Regional Commission,2216,Tract,"Census Tract 501.08, Gwinnett County",236,93,0,54,0,22.9,15,52,6.4,22.1,76,63,32.2,23.6,44,42,18.6,16.2,84,92,35.6,36.4,17,27,7.2,11.1,0,25,0,10.8,0,31,0,13.2,0,44,0,18.7,0,40,0,17.1,15,34,6.4,14,76,63,32.2,23.6,44,42,18.6,16.2,101,99,42.8,38.5,0,67,0,28.5,204,119,86.4,37.3,,,,,0.220828866350982,0.00144887964721986
866,13135050105,Yes,Atlanta Regional Commission,2213,Tract,"Census Tract 501.05, Gwinnett County",676,116,101,59,15.5,8.6,291,112,44.8,15.1,221,87,34,11.8,37,49,5.7,7.5,0,13,0,2,0,13,0,2,0,18,0,2.8,9,24,1.4,3.6,92,54,14.2,7.9,133,80,20.5,11.7,158,78,24.3,11.1,221,87,34,11.8,37,49,5.7,7.5,0,26,0,4,234,99,36,13.8,258,101,39.7,13.6,,,,,0.202945685504089,0.00142164547761147
867,13135050103,Yes,Atlanta Regional Commission,2212,Tract,"Census Tract 501.03, Gwinnett County",806,215,12,60,1.6,8,217,131,29,15.7,367,161,49.1,17,152,114,20.3,14.2,0,20,0,2.7,0,20,0,2.7,0,28,0,3.8,0,35,0,4.6,12,49,1.6,6.5,111,106,14.8,13.6,106,78,14.2,9.7,367,161,49.1,17,152,114,20.3,14.2,0,40,0,5.3,123,122,16.4,15.6,519,198,69.4,18.8,,,,,0.211036718696606,0.00213971598515522
868,13135050422,Yes,Atlanta Regional Commission,2254,Tract,"Census Tract 504.22, Gwinnett County",1574,208,0,54,0,3.5,631,207,40.4,12.1,887,233,56.7,12.9,45,43,2.9,2.7,0,18,0,1.2,0,18,0,1.2,0,25,0,1.6,0,31,0,2,0,44,0,2.8,24,53,1.5,3.4,607,200,38.8,11.7,887,233,56.7,12.9,45,43,2.9,2.7,0,36,0,2.3,24,76,1.5,4.8,932,238,59.6,13.1,,,,,0.0694935358955031,0.00024445204669053
869,13135050304,Yes,Atlanta Regional Commission,2232,Tract,"Census Tract 503.04, Gwinnett County",1552,160,0,54,0,3.5,866,188,55.8,10.7,647,167,41.7,9.8,39,32,2.5,2,0,18,0,1.2,0,18,0,1.2,0,25,0,1.6,0,31,0,2,0,44,0,2.8,119,71,7.7,4.5,747,175,48.1,10.1,647,167,41.7,9.8,39,32,2.5,2,0,36,0,2.3,119,89,7.7,5.7,686,171,44.2,10,,,,,0.137174152116533,0.000750613870645944
870,13135050419,Yes,Atlanta Regional Commission,2252,Tract,"Census Tract 504.19, Gwinnett County",999,160,0,54,0,5.7,578,219,61.4,20.4,314,152,33.4,14.9,49,65,5.2,6.8,0,18,0,1.9,0,18,0,1.9,0,25,0,2.7,0,31,0,3.3,0,44,0,4.7,131,105,13.9,10.9,447,192,47.5,18.5,314,152,33.4,14.9,49,65,5.2,6.8,0,36,0,3.8,131,118,13.9,12.3,363,166,38.6,16.2,,,,,0.0919609927630519,0.000430407716904093
871,13135050306,Yes,Atlanta Regional Commission,2233,Tract,"Census Tract 503.06, Gwinnett County",513,109,0,39,0,7.7,148,95,29.2,17.7,351,148,69.2,25.2,8,12,1.6,2.3,0,13,0,2.6,0,13,0,2.6,0,18,0,3.6,0,23,0,4.4,0,32,0,6.3,32,48,6.3,9.3,116,82,22.9,15.5,351,148,69.2,25.2,8,12,1.6,2.3,0,26,0,5.1,32,62,6.3,12.1,359,149,70.8,25.3,,,,,0.162396581988921,0.000990170419075151
872,13135050106,Yes,Atlanta Regional Commission,2214,Tract,"Census Tract 501.06, Gwinnett County",1564,247,21,67,1.4,4.5,847,270,57.5,15.3,424,143,28.8,8.3,114,100,7.7,6.6,49,72,3.3,4.9,0,20,0,1.4,19,37,1.3,2.5,0,35,0,2.4,21,57,1.4,3.8,190,117,12.9,7.6,657,243,44.6,14.5,424,143,28.8,8.3,114,100,7.7,6.6,68,83,4.6,5.6,211,135,14.3,8.8,587,189,39.8,10.8,,,,,0.271511780123072,0.00235135962774328
873,13135050205,Yes,Atlanta Regional Commission,2218,Tract,"Census Tract 502.05, Gwinnett County",898,133,10,40,1.1,4.6,134,76,15.2,8.3,478,157,54.4,15.8,219,132,24.9,14.5,21,34,2.4,3.9,0,13,0,1.5,17,24,1.9,2.7,10,24,1.1,2.8,0,32,0,3.6,0,29,0,3.3,134,70,15.2,7.6,478,157,54.4,15.8,219,132,24.9,14.5,38,44,4.3,4.9,10,50,1.1,5.6,718,208,81.7,20.2,,,,,0.104337559046613,0.000505807167653075
874,13135050417,Yes,Atlanta Regional Commission,2250,Tract,"Census Tract 504.17, Gwinnett County",1511,148,39,54,2.6,3.6,859,191,57.6,11.6,560,141,37.5,8.7,34,40,2.3,2.7,0,18,0,1.2,0,18,0,1.2,0,25,0,1.7,23,37,1.5,2.5,16,40,1.1,2.6,78,52,5.2,3.4,781,184,52.3,11.3,560,141,37.5,8.7,34,40,2.3,2.7,0,36,0,2.4,117,75,7.8,5,594,148,39.8,9.1,,,,,0.0867673149045892,0.00025554680451489
875,13135050314,Yes,Atlanta Regional Commission,2239,Tract,"Census Tract 503.14, Gwinnett County",2018,267,0,54,0,2.7,268,148,13.3,7.1,1396,302,69.2,11.8,338,168,16.7,8,16,28,0.8,1.4,0,18,0,0.9,0,25,0,1.3,0,31,0,1.5,0,44,0,2.2,27,44,1.3,2.2,241,141,11.9,6.8,1396,302,69.2,11.8,338,168,16.7,8,16,42,0.8,2.1,27,70,1.3,3.4,1750,347,86.7,12.8,,,,,0.127829449517252,0.000518002528844396
876,13135050308,Yes,Atlanta Regional Commission,2234,Tract,"Census Tract 503.08, Gwinnett County",118,70,0,39,0,35.5,30,57,27.3,49.1,10,21,9.1,17.8,26,38,23.6,30.9,11,17,10,14,11,18,10,15,22,23,20,16.8,0,23,0,20.5,0,32,0,28.9,0,29,0,26.4,30,50,27.3,41.3,10,21,9.1,17.8,26,38,23.6,30.9,44,34,40,16.6,0,49,0,44.2,47,46,42.7,31.6,,,,,0.130843518749724,0.000555402338009603
